Episode Number,Episode Title,Fact Number,Presenter,Fact,Start Time,Publish Date,Episode Slug
,173: No Such Thing As Symphony For Sizzurp In D Minor,4,Dan Schreiber,A new study has revealed that the genre of music with the most references to drugs is country music.,00:37:26,2022-07-26T10:45:16.000Z,173-no-such-thing-as-symphony-for-sizzurp-in-d-minor
,174: No Such Thing As A Manta Ray,1,James Harkin,"Guinness World Records have entries for most mouse traps released on the tongue, most matchsticks extinguished by the tongue, and most fan blades stopped by the tongue.",00:01:45,2022-07-26T10:45:37.000Z,174-no-such-thing-as-a-manta-ray
,174: No Such Thing As A Manta Ray,2,Dan Schreiber,Pope John Paul II's Popemobile can be hired out for stag do's and hen do's.,00:16:11,2022-07-26T10:45:37.000Z,174-no-such-thing-as-a-manta-ray
,174: No Such Thing As A Manta Ray,3,Andrew Hunter Murray,There is no such thing as a manta ray.,00:24:41,2022-07-26T10:45:37.000Z,174-no-such-thing-as-a-manta-ray
,174: No Such Thing As A Manta Ray,4,Anna Ptaszynski,The former mayor of Bogota once hired 420 mime artists to make fun of traffic violators because he believed Colombians fear ridicule more than they fear punishment.,00:34:23,2022-07-26T10:45:37.000Z,174-no-such-thing-as-a-manta-ray
,175: No Such Thing As A Rice Krispie With Feelings,1,Andrew Hunter Murray,It takes 10 years to learn how to make artificial sushi to make it well.,00:00:40,2022-07-26T10:46:00.000Z,175-no-such-thing-as-a-rice-krispie-with-feelings
,175: No Such Thing As A Rice Krispie With Feelings,2,Anna Ptaszynski,"When Mount Vesuvius erupted, it created mini volcanoes in some people's heads.",00:14:06,2022-07-26T10:46:00.000Z,175-no-such-thing-as-a-rice-krispie-with-feelings
,175: No Such Thing As A Rice Krispie With Feelings,3,James Harkin,The first bendy straws were used by people in hospital.,00:24:36,2022-07-26T10:46:00.000Z,175-no-such-thing-as-a-rice-krispie-with-feelings
,175: No Such Thing As A Rice Krispie With Feelings,4,Dan Schreiber,Bomb detectors in America work 16 times better when they are fitted with a fake dog nose on the end.,00:35:20,2022-07-26T10:46:00.000Z,175-no-such-thing-as-a-rice-krispie-with-feelings
,176: No Such Thing As A Communist Caterpillar,1,Dan Schreiber,"In America, you get traffic jams caused by people chasing tornadoes.",00:00:39,2022-07-26T10:46:21.000Z,176-no-such-thing-as-a-communist-caterpillar
,176: No Such Thing As A Communist Caterpillar,2,Andrew Hunter Murray,There is a special quarantine centre for chocolate in the English countryside.,00:12:05,2022-07-26T10:46:21.000Z,176-no-such-thing-as-a-communist-caterpillar
,176: No Such Thing As A Communist Caterpillar,3,Anna Ptaszynski,"To celebrate the Communist Revolution, the Bolsheviks planned to build a tower in St. Petersburg that projected the news onto the clouds.",00:20:00,2022-07-26T10:46:21.000Z,176-no-such-thing-as-a-communist-caterpillar
,176: No Such Thing As A Communist Caterpillar,4,James Harkin,Caterpillars are more likely to vomit when they're on their own.,00:30:04,2022-07-26T10:46:21.000Z,176-no-such-thing-as-a-communist-caterpillar
,177: No Such Thing As A Barking Spy,1,Dan Schreiber,"In 1957, America developed a shouting bomb that would lecture the enemy for three minutes as it dropped from the sky.",00:00:44,2022-07-26T10:47:16.000Z,177-no-such-thing-as-a-barking-spy
,177: No Such Thing As A Barking Spy,2,James Harkin,"Earlier this year, a book called '40 Minutes Late' was returned to a library in San Francisco 100 years late.",00:09:45,2022-07-26T10:47:16.000Z,177-no-such-thing-as-a-barking-spy
,177: No Such Thing As A Barking Spy,3,Anna Ptaszynski,The person who invented crowd control barriers did so because so many people were flocking to see his giant balloon.,00:17:01,2022-07-26T10:47:16.000Z,177-no-such-thing-as-a-barking-spy
,177: No Such Thing As A Barking Spy,4,Andrew Hunter Murray,Volkswagen sells more sausages than cars.,00:30:53,2022-07-26T10:47:16.000Z,177-no-such-thing-as-a-barking-spy
,178: No Such Thing As A Cup Full Of Nessie,1,Anna Ptaszynski,One of the costume designers on Star Wars also made a moose suit for scientists to help them sneak up on moose.,00:00:42,2022-07-26T10:47:41.000Z,178-no-such-thing-as-a-cup-full-of-nessie
,178: No Such Thing As A Cup Full Of Nessie,2,James Harkin,Switzerland has 18 living ex-presidents.,00:12:32,2022-07-26T10:47:41.000Z,178-no-such-thing-as-a-cup-full-of-nessie
,178: No Such Thing As A Cup Full Of Nessie,3,Dan Schreiber,A New Zealand scientist is planning to hunt for the Loch Ness monster inside of a cup.,00:23:58,2022-07-26T10:47:41.000Z,178-no-such-thing-as-a-cup-full-of-nessie
,178: No Such Thing As A Cup Full Of Nessie,4,Andrew Hunter Murray,Your liver grows and shrinks by 40% every 24 hours.,00:33:24,2022-07-26T10:47:41.000Z,178-no-such-thing-as-a-cup-full-of-nessie
,179: No Such Thing As Stare-Boxing,1,Dan Schreiber,10% of the UFC is owned by the UAE.,00:00:37,2022-07-26T10:48:01.000Z,179-no-such-thing-as-stare-boxing
,179: No Such Thing As Stare-Boxing,2,James Harkin,"Palau is about to pass a law, meaning that every hotel in the country has to be five star.",00:13:16,2022-07-26T10:48:01.000Z,179-no-such-thing-as-stare-boxing
,179: No Such Thing As Stare-Boxing,3,Alex Bell,Every Canadian citizen is entitled to a free government issue portrait of the Queen.,00:18:23,2022-07-26T10:48:01.000Z,179-no-such-thing-as-stare-boxing
,179: No Such Thing As Stare-Boxing,4,Anna Ptaszynski,"The first ever Encyclopedia Britannica said that humans were divided into five categories: American, European, Asian, African, and monstrous.",00:25:33,2022-07-26T10:48:01.000Z,179-no-such-thing-as-stare-boxing
,180: No Such Thing As Playing Snake On A Plane,1,Dan Schreiber,"Genoa Airport has relaxed its liquid ban, but only for pesto.",00:00:36,2022-07-26T10:48:31.000Z,180-no-such-thing-as-playing-snake-on-a-plane
,180: No Such Thing As Playing Snake On A Plane,2,James Harkin,It has been scientifically proven that the Beatles were an average band who didn't really influence music.,00:07:45,2022-07-26T10:48:31.000Z,180-no-such-thing-as-playing-snake-on-a-plane
,180: No Such Thing As Playing Snake On A Plane,3,Anna Ptaszynski,"When the first pilgrims went over on the Mayflower, one of them brought 139 pairs of shoes with him.",00:16:32,2022-07-26T10:48:31.000Z,180-no-such-thing-as-playing-snake-on-a-plane
,180: No Such Thing As Playing Snake On A Plane,4,Andrew Hunter Murray,A new scientific paper on why horses only have one toe has been published; the author of that paper is called Brianna MacHorse.,00:23:16,2022-07-26T10:48:31.000Z,180-no-such-thing-as-playing-snake-on-a-plane
,181: No Such Thing As A Shark Vending Machine,1,Andrew Hunter Murray,The original director of 'Jaws' was a man called Richard Richards who was fired because he kept referring to the shark as a whale.,00:01:44,2022-07-26T10:48:56.000Z,181-no-such-thing-as-a-shark-vending-machine
,181: No Such Thing As A Shark Vending Machine,2,Alex Bell,"Until the 1960s, high speed trains in Britain would drop carriages off at stations that they weren't stopping at.",00:10:03,2022-07-26T10:48:56.000Z,181-no-such-thing-as-a-shark-vending-machine
,181: No Such Thing As A Shark Vending Machine,3,Anna Ptaszynski,Birds in cages hop in the direction they're meant to be migrating.,00:18:19,2022-07-26T10:48:56.000Z,181-no-such-thing-as-a-shark-vending-machine
,181: No Such Thing As A Shark Vending Machine,4,Dan Schreiber,"Each year, 26 tons of clothing is left behind at the starting line of the Boston marathon.",00:25:38,2022-07-26T10:48:56.000Z,181-no-such-thing-as-a-shark-vending-machine
,182: No Such Thing As An Auction For Auction School,1,Jason Hazley,The curator of the British lawnmower museum is allergic to grass.,00:01:29,2022-07-26T10:50:24.000Z,182-no-such-thing-as-an-auction-for-auction-school
,182: No Such Thing As An Auction For Auction School,2,Anna Ptaszynski,Jimmy Carter once gave a speech in Poland where he accidentally announced he wanted to have sex with all Polish people.,00:10:16,2022-07-26T10:50:24.000Z,182-no-such-thing-as-an-auction-for-auction-school
,182: No Such Thing As An Auction For Auction School,3,Dan Schreiber,Narcissists don't like looking at themselves.,00:17:35,2022-07-26T10:50:24.000Z,182-no-such-thing-as-an-auction-for-auction-school
,182: No Such Thing As An Auction For Auction School,4,Andrew Hunter Murray,Clenching one's buttocks is a technique Christie's auctioneers are taught to stop their hands shaking.,00:24:32,2022-07-26T10:50:24.000Z,182-no-such-thing-as-an-auction-for-auction-school
,183: No Such Thing As A Bouncy Theatre,1,Alex Bell,1% of the entire planet's wood supply is turned into IKEA furniture.,00:00:41,2022-07-26T10:51:31.000Z,183-no-such-thing-as-a-bouncy-theatre
,183: No Such Thing As A Bouncy Theatre,2,James Harkin,The Nazca people would employ someone to walk around with a dead fox on their head.,00:09:22,2022-07-26T10:51:31.000Z,183-no-such-thing-as-a-bouncy-theatre
,183: No Such Thing As A Bouncy Theatre,3,Andrew Hunter Murray,"Instead of going outside, the painter Gainsborough painted outdoor scenes by making a little model with moss and broccoli.",00:19:56,2022-07-26T10:51:31.000Z,183-no-such-thing-as-a-bouncy-theatre
,183: No Such Thing As A Bouncy Theatre,4,Dan Schreiber,The US Navy submarines are starting to control their periscopes with Xbox controllers.,00:25:54,2022-07-26T10:51:31.000Z,183-no-such-thing-as-a-bouncy-theatre
,184: No Such Thing As Dinosaur Diaries,1,James Harkin,Avril Lavigne is the celebrity most likely to give you a virus.,00:00:41,2022-07-26T10:52:05.000Z,184-no-such-thing-as-dinosaur-diaries
,184: No Such Thing As Dinosaur Diaries,2,Andrew Hunter Murray,There is a type of dinosaur which is almost always found on its back.,00:13:30,2022-07-26T10:52:05.000Z,184-no-such-thing-as-dinosaur-diaries
,184: No Such Thing As Dinosaur Diaries,3,Dan Schreiber,Snakes that eat snakes can eat snakes that are 139% of their body length.,00:21:59,2022-07-26T10:52:05.000Z,184-no-such-thing-as-dinosaur-diaries
,184: No Such Thing As Dinosaur Diaries,4,Anna Ptaszynski,Medieval street performers multiplied numbers together in public for entertainment.,00:29:39,2022-07-26T10:52:05.000Z,184-no-such-thing-as-dinosaur-diaries
,185: No Such Thing As Scottish Snow,1,Carrie Lloyd,Unity Mitford was the only person to be BFFs with Churchill and Hitler.,00:00:57,2022-07-26T10:52:28.000Z,185-no-such-thing-as-scottish-snow
,185: No Such Thing As Scottish Snow,2,Anna Ptaszynski,"In the 1920s, doctors prescribed intentionally terrifying flights in aeroplanes to cure deafness.",00:10:31,2022-07-26T10:52:28.000Z,185-no-such-thing-as-scottish-snow
,185: No Such Thing As Scottish Snow,3,James Harkin,There is a patch of snow in Scotland that fell 11 years ago and is just melted this week.,00:21:37,2022-07-26T10:52:28.000Z,185-no-such-thing-as-scottish-snow
,185: No Such Thing As Scottish Snow,4,Andrew Hunter Murray,"The first person ever to use the word ""sponge cake"" was Jane Austen.",00:31:01,2022-07-26T10:52:28.000Z,185-no-such-thing-as-scottish-snow
,186: No Such Thing As Russian Hacking in the Cockroach Election,1,Alice Campbell Davies,Humans should be able to sense magnetic fields.,00:00:37,2022-07-26T10:52:57.000Z,186-no-such-thing-as-russian-hacking-in-the-cockroach-election
,186: No Such Thing As Russian Hacking in the Cockroach Election,2,Anna Ptaszynski,The army has tanks that carry fold-out bridges for when they meet a river that they can't cross.,00:11:38,2022-07-26T10:52:57.000Z,186-no-such-thing-as-russian-hacking-in-the-cockroach-election
,186: No Such Thing As Russian Hacking in the Cockroach Election,3,James Harkin,"A new law in Oregon has banned the game called Big Engine, and there is no evidence anyone has played Big Engine since the 1950s and no living person appears to know the rules.",00:18:07,2022-07-26T10:52:57.000Z,186-no-such-thing-as-russian-hacking-in-the-cockroach-election
,186: No Such Thing As Russian Hacking in the Cockroach Election,4,Andrew Hunter Murray,African wild dogs have a sneeze-based voting system.,00:24:52,2022-07-26T10:52:57.000Z,186-no-such-thing-as-russian-hacking-in-the-cockroach-election
,187: No Such Thing As An Ant On Its Gap Year,1,James Harkin,"When a prince in the Byzantine Empire was ready to marry, court officials would walk around the land with an imperial shoe that they used to check the foot size of potential princesses.",00:00:41,2022-07-26T10:53:20.000Z,187-no-such-thing-as-an-ant-on-its-gap-year
,187: No Such Thing As An Ant On Its Gap Year,2,Anna Ptaszynski,"China has built an exact replica of an Austrian village, so that tourists don't have to fly all the way to Austria.",00:11:02,2022-07-26T10:53:20.000Z,187-no-such-thing-as-an-ant-on-its-gap-year
,187: No Such Thing As An Ant On Its Gap Year,3,Dan Schreiber,Ants have self-control; they are able to defer gratification and put in more effort to get a bigger treat later on than a smaller treat now.,00:20:08,2022-07-26T10:53:20.000Z,187-no-such-thing-as-an-ant-on-its-gap-year
,187: No Such Thing As An Ant On Its Gap Year,4,Alex Bell,"When filming the famous hill scene at the beginning of The Sound of Music, the helicopter down-draft would knock Julie Andrews over after each take.",00:32:17,2022-07-26T10:53:20.000Z,187-no-such-thing-as-an-ant-on-its-gap-year
,188: No Such Thing As A Mouth-Propelled Grenade Launcher,1,James Harkin,"Mothara has only one Guinness world record, and it is in the 100-metre sac race.",00:00:44,2022-07-26T10:53:42.000Z,188-no-such-thing-as-a-mouth-propelled-grenade-launcher
,188: No Such Thing As A Mouth-Propelled Grenade Launcher,2,Andrew Hunter Murray,The inside of a Kit Kat is made of more Kit Kats.,00:11:48,2022-07-26T10:53:42.000Z,188-no-such-thing-as-a-mouth-propelled-grenade-launcher
,188: No Such Thing As A Mouth-Propelled Grenade Launcher,3,Anna Ptaszynski,The first hamsters to come to the UK arrived in a coat pocket.,00:19:19,2022-07-26T10:53:42.000Z,188-no-such-thing-as-a-mouth-propelled-grenade-launcher
,188: No Such Thing As A Mouth-Propelled Grenade Launcher,4,Dan Schreiber,An effective way to treat snoring is to regularly play the didgeridoo.,00:27:01,2022-07-26T10:53:42.000Z,188-no-such-thing-as-a-mouth-propelled-grenade-launcher
,189: No Such Thing As A Meringue-Utan,1,Anna Ptaszynski,"This year the phrase ""Make America Great Again"" adorned half a million hats and one anus.",00:00:52,2022-07-26T10:54:04.000Z,189-no-such-thing-as-a-meringue-utan
,189: No Such Thing As A Meringue-Utan,2,James Harkin,"EastEnders star Adam Woodyatt was beaten in the London marathon this year by a man in a sleeping bag, a woman in a full-body dinosaur suit, and a man carrying a tumble dryer.",00:11:07,2022-07-26T10:54:04.000Z,189-no-such-thing-as-a-meringue-utan
,189: No Such Thing As A Meringue-Utan,3,Andrew Hunter Murray,The Queen's nickname is Gary.,00:17:18,2022-07-26T10:54:04.000Z,189-no-such-thing-as-a-meringue-utan
,189: No Such Thing As A Meringue-Utan,4,Dan Schreiber,"Queensland, Australian police successfully lowered crime rates this year by asking victims to stop reporting crimes.",00:25:27,2022-07-26T10:54:04.000Z,189-no-such-thing-as-a-meringue-utan
,190: No Such Thing As A Magic Oven For Chimps,1,Andrew Hunter Murray,"Britain exports over 50,000 boomerangs every year to Australia.",00:00:54,2022-07-26T10:54:27.000Z,190-no-such-thing-as-a-magic-oven-for-chimps
